UserId	Username	Platform	Level	Rank	CurrentPCR	Registrations	Started	ZeroScore	NoShows	NoShowSharePct	Unproductive	UnproductiveSharePct	RatingFromUnproductive	RatingFromNoShow_DQ	RatingFromProductivePlay	RatingNetDelta	Gold	Silver	Bronze	Disqualifications	LifetimeGold	LifetimeSilver	LifetimeBronze	Played_NMT	Prizes_NMT	TotalPrizes	IsBanned	BanEnd	Verdict	MaxRatingAtStart
952EED36-E6A1-40DD-ACD6-7BC8831500CB	Pilou62	Steam	110	205	848	59	28	1	31	52.54	32	54.24	-511	-503	414	-97	1	3	1	0	18	27	13	0 / 28 / 0	0 / 5 / 0	5	true	2026-10-12	BANNED	977
D9D89E71-18D8-44E4-83B5-DAF07045FE14	Suna4Y	Steam	84	0	0	48	19	0	29	60.42	29	60.42	-407	-407	259	-148	0	2	3	0	1	3	5	14 / 5 / 0	5 / 0 / 0	5	true	2026-10-12	BANNED	137
0EF1A14C-25BC-4F84-B6BE-85EE73C8739F	Mr.Twin	Steam	76	0	88	31	19	0	12	38.71	12	38.71	-172	-172	145	-27	1	1	2	0	2	1	4	10 / 9 / 0	4 / 0 / 0	4	true	2026-10-12	BANNED	129
10A0FFF3-E631-413B-B5FA-30208635F2A6	FOGGIA1920	Steam	110	78	134	17	8	1	9	52.94	10	58.82	-161	-156	206	45	2	0	3	0	6	8	9	5 / 3 / 0	4 / 1 / 0	5	true	2026-06-01	WATCH	148
297D97A2-2446-4C13-BF9B-3CF6745086EE	YOUTUBE-Eduzera-YT	Steam	110	2	517	24	10	0	14	58.33	14	58.33	-184	-184	218	34	0	2	2	0	1	6	6	0 / 10 / 0	0 / 4 / 0	4			WATCH	524
A9266367-F0BD-45D7-BDD5-14A21F152862	AppL33	Steam	110	5	93	33	26	3	7	21.21	10	30.30	-112	-92	180	68	0	2	2	0		2	2	6 / 18 / 0	2 / 1 / 0	4			WATCH	168
