UserId	Username	Platform	Level	Rank	CurrentPCR	Registrations	Started	ZeroScore	NoShows	NoShowSharePct	Unproductive	UnproductiveSharePct	RatingFromUnproductive	RatingFromNoShow_DQ	RatingFromProductivePlay	RatingNetDelta	Gold	Silver	Bronze	Disqualifications	LifetimeGold	LifetimeSilver	LifetimeBronze	Played_NMT	Prizes_NMT	TotalPrizes	IsBanned	BanEnd	Verdict	MaxRatingAtStart
2018B861-7EBF-4D9E-AEF8-3656C6A21C22	AdmiralAckbar98	PlayStation	83	14	70	37	14	0	23	62.16	23	62.16	-313	-313	242	-71	2	2	0	0	2	2		7 / 7 / 0	3 / 1 / 0	4	true	2026-10-12	BANNED	138
CF9967A8-175F-42AC-A364-C9C658532B58	sidelong-beak10	PlayStation	56	0	19	31	15	7	16	51.61	23	74.19	-253	-202	124	-129	1	1	2	0	1	4	2	15 / 0 / 0	4 / 0 / 0	4	true	2026-10-12	BANNED	79
18514E38-B869-48BA-B39B-B77B3A741B43	Bog_Zim	PlayStation	110	52	342	38	15	0	23	60.53	23	60.53	-310	-310	275	-35	0	3	5	0	44	36	62	0 / 15 / 0	0 / 8 / 0	8			WATCH	356
