UserId	Username	Platform	Level	Rank	CurrentPCR	Registrations	Started	ZeroScore	NoShows	NoShowSharePct	RatingFromNoShow_DQ	RatingFromRealPlay	RatingNetDelta	Gold	Silver	Bronze	Disqualifications	LifetimeGold	LifetimeSilver	LifetimeBronze	Played_NMT	Prizes_NMT	TotalPrizes	IsBanned	BanEnd	Verdict
97D1FDE6-7AD7-41A7-AED8-79E70220D035	Adlerblut-Slayer	PlayStation	110	212	83	55	19	0	36	65.45	-536	515	-21	3	7	2	0	3	12	7	18 / 1 / 0	12 / 0 / 0	12	true	2026-07-28 00:00:00	BANNED
C5A87A36-E9A3-44C6-B69A-CB08ADBEAEDA	Matiamo_PL	PlayStation	105	10	82	61	33	3	28	45.9	-427	393	-34	6	4	0	0	11	7	4	16 / 14 / 3	10 / 0 / 0	10	true	2026-07-13 00:00:00	BANNED
46E9E18F-0E49-4F9E-B91C-B074823CF02B	tigrou_le_boss42	PlayStation	110	5	97	49	27	1	22	44.9	-327	292	-35	2	3	3	0	6	6	8	14 / 12 / 1	8 / 0 / 0	8	true	2026-07-13 00:00:00	BANNED
56ED8774-68B1-49B2-B395-E594DBE4B766	M4R5H_57_	PlayStation	110	10	66	29	6	0	23	79.31	-315	253	-62	2	2	2	0	2	2	3	6 / 0 / 0	6 / 0 / 0	6	true	2026-07-13 00:00:00	BANNED
09BDC8BF-B133-493E-9EBE-E5C145CB0FDE	ST-9257	PlayStation	86	0	924	59	40	2	19	32.2	-255	249	-6	2	3	1	0	7	13	7	0 / 34 / 6	0 / 6 / 0	6			WATCH
D8CDE1EE-38B7-4CD1-AD46-A8B093491C6C	Ttv_s4muka019	PlayStation	110	3	911	38	22	1	16	42.11	-228	253	25	1	3	2	0	9	12	13	0 / 18 / 4	0 / 6 / 0	6			WATCH
8893B30E-73BB-49E0-B573-D1C44CC78075	TR-dennisfb	PlayStation	110	103	134	19	7	0	12	63.16	-160	262	102	3	1	2	0	13	16	14	7 / 0 / 0	6 / 0 / 0	6	true	2026-07-23 00:00:00	BANNED
56DD5F44-EF78-4BC6-9161-579409201337	LZ23J7KS	PlayStation	110	149	2250	82	36	4	46	56.1	-703	280	-423	2	1	2	0	57	76	79	1 / 1 / 34	1 / 1 / 3	5			WATCH
06BB9D34-BC04-4591-80F6-0F8AD8F05087	IKIGAI__1__	PlayStation	110	8	125	15	6	0	9	60	-165	247	82	3	1	1	0	13	8	14	6 / 0 / 0	5 / 0 / 0	5	true	2026-07-27 00:00:00	BANNED
CBF68606-DF2C-46B3-8086-E76B7019C1D1	Epic70cosmin	PlayStation	110	0	37	38	11	0	27	71.05	-409	249	-160	2	1	1	0	3	4	1	11 / 0 / 0	4 / 0 / 0	4	true	2026-07-13 00:00:00	BANNED
70E09BE8-5355-4C3F-AB4E-06AB15B34321	serber-denis85	PlayStation	96	93	981	29	13	0	16	55.17	-196	215	19	1	2	1	0	70	76	78	0 / 10 / 3	0 / 4 / 0	4	true	2026-06-01 00:00:00	WATCH
EE558D4F-7515-4B5F-B0FD-4C1F47319C3A	MONSTER-VERT1325	PlayStation	94	0	62	29	14	0	15	51.72	-215	217	2	1	1	2	0	1	1	3	10 / 4 / 0	4 / 0 / 0	4	true	2026-07-13 00:00:00	BANNED
D1320268-0463-4289-A455-24BAB60B2363	MrChadRico	PlayStation	107	5	93	26	12	5	14	53.85	-198	180	-18	4	0	0	0	7	1		10 / 2 / 0	4 / 0 / 0	4	true	2026-07-13 00:00:00	BANNED
330F8B15-1FC5-49DC-9829-8B710B04F80F	TR-BILECIKLI_CMR	PlayStation	110	1	86	20	8	2	12	60	-169	112	-57	1	2	1	0	2	7	1	7 / 1 / 0	4 / 0 / 0	4	true	2026-07-13 00:00:00	BANNED
882BB61A-9F03-4706-B58E-AA9A279E303B	kokoljj	PlayStation	93	4	53	14	6	1	8	57.14	-101	161	60	3	1	0	0	9	4	2	6 / 0 / 0	4 / 0 / 0	4	true	2026-07-13 00:00:00	BANNED
