UserId	Username	Platform	Level	Rank	CurrentPCR	Registrations	Started	ZeroScore	NoShows	NoShowSharePct	RatingFromNoShow_DQ	RatingFromRealPlay	RatingNetDelta	Gold	Silver	Bronze	Disqualifications	LifetimeGold	LifetimeSilver	LifetimeBronze	Played_NMT	Prizes_NMT	TotalPrizes	IsBanned	BanEnd	Verdict
C51F5F26-2816-4FF9-88F3-530AF5E7E875	RGC_ReeL_SKiiLLz	PlayStation	102	3	139	44	17	3	27	61.36	-406	365	-41	7	2	0	0	9	3	2	14 / 3 / 0	8 / 1 / 0	9	true	2026-09-09 00:00:00	BANNED
92264697-3829-4C7A-93F3-861F4533C3BA	Angel_of_Dunkirk	PlayStation	95	33	124	31	12	0	18	58.06	-272	318	46	3	4	2	1	4	6	4	10 / 2 / 0	9 / 0 / 0	9	true	2026-09-07 00:00:00	BANNED
53CE591A-F6E8-4907-A0FC-F1CD30F22413	Costaz_Rexyus	PlayStation	110	27	0	66	9	1	57	86.36	-827	282	-545	5	2	1	2	10	11	4	8 / 1 / 0	8 / 0 / 0	8	true	2026-09-09 00:00:00	BANNED
BFAF6154-7A56-4025-A4A8-4FFE8D6B74B1	switch-toad	PlayStation	110	23	62	45	21	3	23	51.11	-331	329	-2	3	2	2	1	4	2	2	18 / 3 / 0	7 / 0 / 0	7	true	2026-09-07 00:00:00	BANNED
AB70490A-BFFB-4E18-9297-B3479BAC4369	Seu_Kuka_Beludo	PlayStation	110	4	132	51	33	5	18	35.29	-278	271	-7	3	2	2	0	7	3	3	7 / 25 / 1	5 / 2 / 0	7	true	2026-09-07 00:00:00	BANNED
1D95D7D9-D983-4F8A-B8F2-2E2BB3AAA247	martelli04	PlayStation	91	0	89	22	9	0	13	59.09	-170	178	8	1	3	1	0	5	6	1	7 / 2 / 0	5 / 0 / 0	5			WATCH
9FCD3F1E-DF02-47E7-936D-16B70F76DC22	Bongler	PlayStation	110	16	106	22	7	1	15	68.18	-207	183	-24	2	1	1	0	3	1	2	4 / 2 / 1	4 / 0 / 0	4			WATCH
67E551F8-A305-4BBD-9C1E-8F96EBDD24B1	HalfSand_	PlayStation	69	3	96	19	10	0	9	47.37	-122	124	2	2	2	0	0	2	3		6 / 3 / 1	4 / 0 / 0	4	true	2026-09-07 00:00:00	BANNED
C6E216DB-4596-40C8-B404-B7BB16B7269F	PgS_DaveSon	PlayStation	56	0	63	17	9	2	8	47.06	-93	99	6	0	0	4	0			4	9 / 0 / 0	4 / 0 / 0	4			WATCH
38CCD8C2-BA30-45E5-87C6-9E5A6435495C	RoBot-lau	PlayStation	110	1	769	11	5	0	6	54.55	-95	146	51	1	2	1	0	9	9	13	0 / 5 / 0	0 / 4 / 0	4			WATCH
