UserId	Username	Platform	Level	Rank	CurrentPCR	Registrations	Started	ZeroScore	NoShows	NoShowSharePct	RatingFromNoShow_DQ	RatingFromRealPlay	RatingNetDelta	Gold	Silver	Bronze	Disqualifications	LifetimeGold	LifetimeSilver	LifetimeBronze	Played_NMT	Prizes_NMT	TotalPrizes	IsBanned	BanEnd	Verdict	MaxRatingAtStart
13090FFE-7894-4C66-9AF2-0CD81C1A03EB	ChaChaWuu9588	Win10	64	0	85	42	20	1	22	52.38	-397	387	-10	7	0	1	0	10	1	3	13 / 7 / 0	5 / 3 / 0	8	true	2026-09-28 00:00:00	BANNED	134
2F692613-2090-4D4C-8E52-736A6BEF5C2C	ScionHades8639	Win10	39	0	0	43	8	0	35	81.40	-503	199	-304	4	2	1	0	9	5	3	8 / 0 / 0	7 / 0 / 0	7	true	2026-09-28 00:00:00	BANNED	30
