UserId	Username	Platform	Level	Rank	CurrentPCR	Registrations	Started	ZeroScore	NoShows	NoShowSharePct	Unproductive	UnproductiveSharePct	RatingFromUnproductive	RatingFromNoShow_DQ	RatingFromProductivePlay	RatingNetDelta	Gold	Silver	Bronze	Disqualifications	LifetimeGold	LifetimeSilver	LifetimeBronze	Played_NMT	Prizes_NMT	TotalPrizes	IsBanned	BanEnd	Verdict	MaxRatingAtStart
4E051EAE-C2A0-4473-AD49-67E48AAF0775	KovlekPlayz	XBox	93	0	17	32	11	0	21	65.63	21	65.63	-276	-276	247	-29	1	2	6	0	6	8	15	11 / 0 / 0	9 / 0 / 0	9	true	2026-10-12	BANNED	92
87223C5F-5082-496F-88D4-507D31B540F5	ZellyRolled	XBox	97	12	164	28	9	0	19	67.86	19	67.86	-269	-269	338	69	6	1	1	0	15	9	11	8 / 1 / 0	7 / 1 / 0	8	true	2026-10-12	BANNED	117
1E51550F-DB71-4EBC-82D5-06B89693D93A	Lesky2123	XBox	101	0	143	14	8	1	6	42.86	7	50.00	-91	-86	193	102	1	1	2	0	10	13	13	5 / 3 / 0	3 / 1 / 0	4			WATCH	137
