UserId	Username	Platform	Level	Rank	CurrentPCR	Registrations	Started	ZeroScore	NoShows	NoShowSharePct	RatingFromNoShow_DQ	RatingFromRealPlay	RatingNetDelta	Gold	Silver	Bronze	Disqualifications	LifetimeGold	LifetimeSilver	LifetimeBronze	Played_NMT	Prizes_NMT	TotalPrizes	IsBanned	BanEnd	Verdict
7DE51A5C-1745-45D4-A89A-C1BBD76A69E5	evgeniy3311	PlayStation	57	0	55	41	15	0	26	63.41	-395	429	34	7	4	0	3	11	9	1	15 / 0 / 0	11 / 0 / 0	11	true	2026-08-02 00:00:00	BANNED
B7663881-7CB4-40FD-B92D-715FEAF6FEA8	DraVexTab	PlayStation	110	8	112	34	16	0	18	52.94	-309	356	47	4	4	1	0	9	5	1	11 / 5 / 0	8 / 1 / 0	9			WATCH
F5DF63F8-7DD2-42E4-9886-6ED4281EC34D	Ricky27sampei	PlayStation	110	53	80	32	11	0	21	65.63	-299	339	40	7	0	1	1	16	4	13	8 / 3 / 0	8 / 0 / 0	8	true	2026-08-02 00:00:00	BANNED
D7B6151C-3905-4469-801D-9FC6B06FD87A	La_Iena_River_	PlayStation	87	0	140	50	8	0	42	84	-599	223	-376	1	2	3	0	13	20	21	4 / 4 / 0	3 / 3 / 0	6			WATCH
469DF796-D270-40FF-BAD9-8A5B9D83B6DC	CFC-T-W-T-32568	PlayStation	95	8	4	33	10	1	23	69.7	-325	236	-89	1	1	4	0	3	8	10	10 / 0 / 0	6 / 0 / 0	6	true	2026-08-03 00:00:00	BANNED
56DD5F44-EF78-4BC6-9161-579409201337	LZ23J7KS	PlayStation	110	158	925	72	32	3	39	54.17	-570	225	-345	3	1	1	6	63	79	81	0 / 4 / 28	0 / 1 / 4	5	true	2026-08-01 00:00:00	BANNED
CE09DA31-C3FC-4B21-915A-87EBA15367D9	Chuydakid214	PlayStation	110	47	88	38	18	0	20	52.63	-270	209	-61	2	2	1	0	3	5	3	5 / 11 / 2	4 / 1 / 0	5	true	2026-08-03 00:00:00	BANNED
35ED0E4A-4ACB-4072-B23A-10D5B5578FEA	vlad_spain	PlayStation	84	0	63	32	13	1	19	59.38	-262	290	28	2	1	2	0	2	2	2	12 / 1 / 0	5 / 0 / 0	5			WATCH
4FD0A4F7-49AA-4083-A828-8C6E8ED83E6C	Narco_KiNg-_-	PlayStation	75	0	44	24	10	2	14	58.33	-199	166	-33	0	3	2	0	1	4	2	9 / 1 / 0	5 / 0 / 0	5			WATCH
CA565AD3-64C8-4274-AAF9-9274D8C7E2B3	DiffenDaff	PlayStation	110	39	913	53	30	2	23	43.4	-289	241	-48	2	1	1	0	13	16	15	0 / 25 / 5	0 / 4 / 0	4			WATCH
CC4044A9-0829-40E6-A6BA-D3222DBCE8D0	strullendorfer	PlayStation	74	54	128	22	12	1	10	45.45	-131	157	26	1	2	1	0	10	18	8	7 / 3 / 2	4 / 0 / 0	4	true	2026-08-17 00:00:00	BANNED
