t0	t1	slot	cyc	sec	end	species	fishId	kg	len	stamina	exp	expOf	dist	rodLen	fric	reelDur	boatSpeed	nan	tireWarn	putOnStand	moves	fastReeling	finishMove
2026-09-06T09:01:29.061Z	2026-09-06T09:01:49.003Z	2	12	19.9	caught	NilePerchY	4550	34.049	1.293	0.9641972	1884	1239	31.4	2.2	7	35388	0.002	0	1	0	10	4	1
2026-09-06T09:06:15.266Z	2026-09-06T09:06:30.626Z	2	19	15.4	caught	NilePerch	4560	48.629	1.460	0.9705231	5100	3073	27.3	2.2	7	35260	0.001	0	1	0	173	4	1
2026-09-06T09:09:17.617Z	2026-09-06T09:09:46.542Z	2	23	28.9	caught	NilePerchY	4550	32.320	1.262	0.9467694	1767	1176	31.1	2.2	7	35175	0.003	0	1	0	65	36	1
2026-09-06T09:18:54.523Z	2026-09-06T09:19:08.008Z	2	5	13.5	caught	NilePerchY	4550	32.941	1.273	0.981865	1806	1199	23.8	2.2	7	35019	0.001	0	1	0	187		1
2026-09-06T09:21:11.770Z	2026-09-06T09:21:26.146Z	2	8	14.4	caught	NilePerchU	4580	151.480	1.923	0.9855728	33450	15066	25.8	2.2	7	34950	0.002	0	1	0	79		1
2026-09-06T09:22:50.460Z	2026-09-06T09:23:00.507Z	2	9	10.0	caught	NilePerchY	4550	38.831	1.379	0.9798123	2307	1413	21.6	2.2	7	34897	0.001	0	1	0	134	14	1
2026-09-06T09:27:51.858Z	2026-09-06T09:28:05.030Z	2	3	13.2	caught	NilePerchY	4550	34.512	1.301	0.9753242	1919	1256	25.2	2.2	7	34818	0.001	0	1	0	17	3	1
2026-09-06T09:30:59.106Z	2026-09-06T09:31:12.044Z	2	8	12.9	caught	NilePerchT	4570	90.277	1.721	0.9850816	16401	7929	24.2	2.2	7	34730	0.001	0	1	0	136	16	1
2026-09-06T09:32:21.580Z	2026-09-06T09:32:32.300Z	2	10	10.7	caught	NilePerch	4560	48.342	1.458	0.979687	5051	3055	19.3	2.2	7	34680	0.001	0	1	0	776		1
2026-09-05T17:34:49.753Z	2026-09-06T09:37:13.975Z	4	2	57744.2	FishGoneIncorrectHookSize Fish = WCrappie,								41.6	4.5	7	35740	0.007	0	0	1			1
2026-09-06T11:37:18.267Z	2026-09-06T11:37:25.033Z	2	1	6.8	caught	EuropeanSeaSturgeon	5309	122.981	2.757	0.9970361	16884	9268	25.0	1.6	11	69990	0.014	0	0	0	271		1
2026-09-06T11:39:57.971Z	2026-09-06T11:40:19.702Z	2	2	21.7	FishGoneOnClient PondBoundries								NaN	1.6	11	69969	0.011	1	3	0	2918	30	1
2026-09-06T13:24:06.092Z	2026-09-06T13:24:19.784Z	3	18	13.7	cycle_finished								31.2	2.2	7	38318	0.002	0	0	0	589	37	1
2026-09-06T13:38:12.079Z	2026-09-06T13:38:18.923Z	6	2	6.8	caught	CornishJack	4650	7.899	1.148	0.9978579	791	751	12.4	3.1	7	35697	0.001	0	0	0	556		1
2026-09-06T13:38:41.892Z	2026-09-06T13:39:11.331Z	4	1	29.4	caught	CornishJack	4650	7.252	1.074	0.9549445	726	690	11.4	3.1	7	35961	0.001	0	1	0	867		1
2026-09-06T13:39:28.691Z	2026-09-06T13:39:34.098Z	6	3	5.4	caught	CornishJackT	4660	9.375	1.236	0.9997057	2550	2424	16.8	3.1	7	35686	0.001	0	0	0	259		1
2026-09-06T13:40:03.720Z	2026-09-06T13:40:09.346Z	7	1	5.6	caught	CornishJack	4650	6.194	0.952	0.9881098	620	589	10.8	3.1	7	31097	0.001	0	0	0	1034		1
2026-09-06T13:40:33.566Z	2026-09-06T13:40:46.367Z	4	2	12.8	caught	AfricanTigerfish	4620	11.307	0.822	0.9796287	2133	1185	18.1	3.1	7	35882	0.001	0	1	0	1187	13	1
2026-09-06T13:42:02.231Z	2026-09-06T13:42:07.637Z	6	4	5.4	caught	AfricanTigerfish	4620	11.079	0.813	0.9914992	2091	1161	15.6	3.1	7	35675	0.001	0	0	0	584		1
2026-09-06T13:42:37.654Z	2026-09-06T13:42:49.287Z	7	2	11.6	caught	AfricanTigerfish	4620	11.783	0.841	0.9906765	2223	1235	25.2	3.1	7	31085	0.001	0	1	0	620		1
2026-09-06T13:47:54.955Z	2026-09-06T13:48:11.205Z	4	5	16.3	caught	AfricanTigerfish	4620	12.456	0.868	0.9738536	2354	1306	14.4	3.1	7	35853	0.001	0	1	0	711		1
2026-09-06T13:49:02.087Z	2026-09-06T13:49:07.260Z	7	3	5.2	caught	AfricanTigerfishT	4630	13.480	0.900	0.9995114	6254	3474	13.3	3.1	7	31052	0.001	0	0	0	1671		1
2026-09-06T14:55:46.877Z	2026-09-06T14:56:12.927Z	2	1	26.1	caught	AtlanticHalibut	5271	57.092	1.617	0.9562187	7853	5235	28.5	1.6	11	69613	0.156	0	0	0	60		1
2026-09-06T14:58:01.635Z	2026-09-06T14:58:08.308Z	2	2	6.7	caught	AtlanticHalibut	5271	75.402	1.763	0.9944215	10430	6914	20.3	1.6	11	69537	0.093	0	0	0	134		1
2026-09-06T14:58:38.324Z	2026-09-06T14:58:51.809Z	2	3	13.5	caught	AtlanticHalibut	5271	78.510	1.788	0.9994593	1073752607	7199	NaN	1.6	11	69516	0.082	1	0	0
2026-09-06T15:01:12.863Z	2026-09-06T15:01:18.050Z	2	1	5.2	caught	AtlanticHalibutY	5270	29.609	1.390	0.9904513	1632	2175	23.1	1.6	11	69493	0.456	0	0	0	82		1
2026-09-06T15:02:30.344Z	2026-09-06T15:02:33.213Z	2	2	2.9	caught	WhitingT	5259	2.152	0.565	0.9934219	731	972	30.6	1.6	11	69473	0.085	0	0	0	117		1
2026-09-06T15:07:24.287Z	2026-09-06T15:07:35.256Z	2	3	11.0	caught	AtlanticHalibutY	5270	23.847	1.246	0.9992508	1316	1752	33.7	1.6	11	69459	0.281	0	0	0	814		1
2026-09-06T15:09:38.102Z	2026-09-06T15:09:41.352Z	1	2	3.3	caught	SpinyDogfish	5284	3.912	0.940	0.9936126	578	768	16.7	2.1	11	69346	0.163	0	0	0	472		1
2026-09-06T15:12:22.201Z	2026-09-06T15:12:27.404Z	1	3	5.2	caught	AtlanticHalibutY	5270	21.720	1.193	0.9998291	1478	1969	27.7	2.1	11	69332	0.343	0	0	0	161	7	1
2026-09-06T15:13:08.650Z	2026-09-06T15:13:13.834Z	1	4	5.2	caught	AtlanticHalibutY	5270	22.815	1.220	0.9998953	1553	2068	32.4	2.1	11	69312	0.278	0	0	0	623	30	1
2026-09-06T15:13:25.464Z	2026-09-06T15:13:55.489Z	2	4	30.0	caught	AtlanticHalibut	5271	77.147	1.777	0.9960874	10742	7074	32.3	1.6	11	69438	0.188	0	0	0	736	30	1
2026-09-06T16:02:11.431Z	2026-09-06T16:02:18.197Z	1	6	6.8	caught	AtlanticHalibut	5271	73.845	1.751	0.997078	13785	8356	19.6	2.1	11	69281	0.209	0	0	0	125		1
2026-09-06T16:04:41.330Z	2026-09-06T16:04:46.530Z	1	7	5.2	caught	AtlanticHalibut	5271	74.257	1.754	0.9976732	13916	8403	27.7	2.1	11	69259	0.022	0	0	0	598	3	1
2026-09-06T16:05:08.592Z	2026-09-06T16:05:14.591Z	2	1	6.0	caught	AtlanticHalibut	5271	68.141	1.705	1	9372	6248	28.1	1.6	11	69353	0.176	0	0	0	914	3	1
2026-09-06T16:06:11.013Z	2026-09-06T16:06:16.201Z	2	2	5.2	caught	AtlanticHalibutY	5270	14.590	1.015	0.9862028	806	1072	28.1	1.6	11	69336	0.078	0	0	0	210		1
2026-09-06T16:06:45.458Z	2026-09-06T16:06:50.654Z	1	8	5.2	caught	AtlanticHalibutY	5270	21.773	1.194	0.9929738	1482	1974	22.4	2.1	11	69237	0.030	0	0	0	499	7	1
2026-09-06T16:07:01.388Z	2026-09-06T16:07:14.809Z	3	3	13.4	caught	AtlanticHalibutT	5272	142.212	2.173	0.994041	37868	19064	25.0	1.6	11	69970	0.020	0	0	0	105		1
2026-09-06T16:09:09.003Z	2026-09-06T16:09:17.534Z	2	3	8.5	caught	AtlanticCodU	5251	47.307	1.723	1	26742	20597	28.0	1.6	11	69316	0.131	1	0	1
2026-09-06T16:14:18.693Z	2026-09-06T16:14:23.897Z	1	1	5.2	caught	AtlanticHalibutY	5270	22.555	1.214	0.9930825	1535	2045	23.2	2.1	11	69207	0.151	0	0	0	880	1	1
2026-09-06T16:15:09.470Z	2026-09-06T16:15:16.189Z	2	1	6.7	caught	AtlanticHalibutU	5273	209.170	2.531	0.9971855	102056	47180	22.5	1.6	11	69302	0.289	0	0	0	910		1
2026-09-06T16:17:29.070Z	2026-09-06T16:17:34.273Z	2	2	5.2	caught	AtlanticHalibut	5271	70.227	1.722	0.9959553	9660	6440	17.7	1.6	11	69280	0.089	0	0	0	437		1
2026-09-06T16:21:32.651Z	2026-09-06T16:21:37.995Z	2	1	5.3	caught	AtlanticHalibutY	5270	20.091	1.152	0.9871792	1109	1476	20.8	1.6	11	69258	0.102	0	0	0	186		1
2026-09-06T16:17:39.007Z	2026-09-06T16:22:07.395Z	1	2	268.4	FishGoneIncorrectHookSize Fish = SpinyDogf								NaN	2.1	11	69187	0.093	1	2	3	2076	23	1
2026-09-06T16:23:59.695Z	2026-09-06T16:24:10.478Z	3	1	10.8	caught	AtlanticHalibutY	5270	18.545	1.114	0.9572262	1023	1362	29.5	1.6	11	69912	0.097	0	0	0	961		1
2026-09-06T16:28:55.029Z	2026-09-06T16:29:00.294Z	2	1	5.3	caught	AtlanticWolffishT	5297	13.950	1.218	0.987849	2619	3491	22.8	1.6	11	69226	0.165	0	0	0	683	33	1
