n_g,n_s,n_b,promoted,KS_gold,KS_silver,KS_bronze,KS_max,KS_mean
2,2,12,222,0.1042462408741478,0.2719282341375365,0.2814630372769908,0.2814630372769908,0.21921250409622503
2,2,13,222,0.1042462408741478,0.2719282341375365,0.2814630372769908,0.2814630372769908,0.21921250409622503
2,2,14,222,0.1042462408741478,0.2719282341375365,0.2814630372769908,0.2814630372769908,0.21921250409622503
2,2,15,222,0.1042462408741478,0.2719282341375365,0.2814630372769908,0.2814630372769908,0.21921250409622503
2,3,1,4544,0.5854648800675251,0.5833845125013648,0.40299644842819593,0.5854648800675251,0.5239486136656953
2,3,2,285,0.20869582274111037,0.30863933088535295,0.33038398769732913,0.33038398769732913,0.2825730471079308
2,3,3,138,0.38644642347877933,0.09803673744523089,0.09865248502761137,0.38644642347877933,0.19437854865054052
2,3,4,123,0.48630503076050435,0.054381735677821896,0.06184097619151502,0.48630503076050435,0.20084258087661375
2,3,5,122,0.4938353519653558,0.05749802046980845,0.06517297672463512,0.4938353519653558,0.20550211638659976
2,3,6,121,0.5014901412892956,0.060817353893463766,0.0685600516467324,0.5014901412892956,0.21028918227649726
2,3,7,120,0.5092725104353011,0.0641920095408467,0.0720035778175313,0.5092725104353011,0.21515603259789304
2,3,8,120,0.5092725104353011,0.0641920095408467,0.0720035778175313,0.5092725104353011,0.21515603259789304
2,3,9,120,0.5092725104353011,0.0641920095408467,0.0720035778175313,0.5092725104353011,0.21515603259789304
2,3,10,120,0.5092725104353011,0.0641920095408467,0.0720035778175313,0.5092725104353011,0.21515603259789304
2,3,11,120,0.5092725104353011,0.0641920095408467,0.0720035778175313,0.5092725104353011,0.21515603259789304
2,3,12,120,0.5092725104353011,0.0641920095408467,0.0720035778175313,0.5092725104353011,0.21515603259789304
2,3,13,120,0.5092725104353011,0.0641920095408467,0.0720035778175313,0.5092725104353011,0.21515603259789304
2,3,14,120,0.5092725104353011,0.0641920095408467,0.0720035778175313,0.5092725104353011,0.21515603259789304
2,3,15,120,0.5092725104353011,0.0641920095408467,0.0720035778175313,0.5092725104353011,0.21515603259789304
2,4,1,4543,0.5856721618940774,0.583588645620573,0.4029856459399227,0.5856721618940774,0.5240821511515245
2,4,2,284,0.21068495049006025,0.31093732940277324,0.33313911495208576,0.33313911495208576,0.2849204649483064
2,4,3,136,0.3984881967098109,0.1045371637026904,0.09939843558174605,0.3984881967098109,0.20080793199808245
2,4,4,121,0.5014901412892956,0.06096642962393489,0.06029558883681502,0.5014901412892956,0.2075840532500152
2,4,5,119,0.5171856757014075,0.05936909647579963,0.06710161703321754,0.5171856757014075,0.21455212973680818
2,4,6,118,0.5252329624127022,0.06278741295493367,0.07059114843900022,0.5252329624127022,0.21953717460221203
2,4,7,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,4,8,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,4,9,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,4,10,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,4,11,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,4,12,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,4,13,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,4,14,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,4,15,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,5,1,4543,0.5856721618940774,0.583588645620573,0.4029856459399227,0.5856721618940774,0.5240821511515245
2,5,2,284,0.21068495049006025,0.31093732940277324,0.33313911495208576,0.33313911495208576,0.2849204649483064
2,5,3,136,0.3984881967098109,0.1045371637026904,0.09939843558174605,0.3984881967098109,0.20080793199808245
