n_g,n_s,n_b,promoted,TP,precision_LB,recall,F1
2,7,7,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,7,8,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,7,9,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,7,10,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,7,11,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,7,12,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,7,13,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,7,14,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,7,15,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,8,1,4543,64,0.01408760730794629,0.810126582278481,0.02769363911726525
2,8,2,284,55,0.1936619718309859,0.6962025316455697,0.30303030303030304
2,8,3,134,50,0.373134328358209,0.6329113924050633,0.46948356807511743
2,8,4,117,48,0.41025641025641024,0.6075949367088608,0.4897959183673469
2,8,5,115,47,0.40869565217391307,0.5949367088607594,0.48453608247422686
2,8,6,114,47,0.41228070175438597,0.5949367088607594,0.48704663212435234
2,8,7,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,8,8,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,8,9,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,8,10,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,8,11,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,8,12,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,8,13,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,8,14,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,8,15,113,46,0.40707964601769914,0.5822784810126582,0.4791666666666667
2,9,1,4543,64,0.01408760730794629,0.810126582278481,0.02769363911726525
2,9,2,284,55,0.1936619718309859,0.6962025316455697,0.30303030303030304
2,9,3,134,50,0.373134328358209,0.6329113924050633,0.46948356807511743
